record,task,trial,fold,variant,truth,prediction,right_probability
VisualCogA_Task-1,1,81,4,contrast25,-1,1,0.5344040578412476
VisualCogA_Task-1,1,82,4,contrast25,1,-1,0.47341731816239707
VisualCogA_Task-1,1,83,4,contrast25,-1,1,0.6050772086785728
VisualCogA_Task-1,1,84,4,contrast25,1,1,0.6469909998436416
VisualCogA_Task-1,1,85,4,contrast25,-1,-1,0.263448296417106
VisualCogA_Task-1,1,86,4,contrast25,1,-1,0.24621267701559182
VisualCogA_Task-1,1,87,4,contrast25,1,1,0.583149909723885
VisualCogA_Task-1,1,89,4,contrast25,1,-1,0.4140746676252443
VisualCogA_Task-1,1,90,4,contrast25,1,1,0.5912779876773362
VisualCogA_Task-1,1,91,4,contrast25,-1,-1,0.30200597478296615
VisualCogA_Task-1,1,92,4,contrast25,1,-1,0.3047213406107918
VisualCogA_Task-1,1,93,4,contrast25,1,1,0.6206406201512281
VisualCogA_Task-1,1,94,4,contrast25,1,1,0.5785955184327464
VisualCogA_Task-1,1,95,4,contrast25,-1,1,0.6790672438011253
VisualCogA_Task-1,1,96,4,contrast25,1,1,0.5905034460151523
VisualCogA_Task-1,1,97,4,contrast25,1,-1,0.3932328437996113
VisualCogA_Task-1,1,99,4,contrast25,-1,1,0.5590638677229796
VisualCogA_Task-1,1,100,4,contrast25,1,-1,0.3382053307041751
VisualCogB_Task-1,1,81,4,contrast25,-1,1,0.5749820326296836
VisualCogB_Task-1,1,82,4,contrast25,1,-1,0.33750533206127814
VisualCogB_Task-1,1,83,4,contrast25,-1,-1,0.46609242213172014
VisualCogB_Task-1,1,84,4,contrast25,-1,-1,0.4849653861437772
VisualCogB_Task-1,1,86,4,contrast25,-1,-1,0.454153782737059
VisualCogB_Task-1,1,87,4,contrast25,-1,1,0.5677580158075276
VisualCogB_Task-1,1,89,4,contrast25,-1,-1,0.4943392259834552
VisualCogB_Task-1,1,90,4,contrast25,-1,-1,0.35827156914452357
VisualCogB_Task-1,1,91,4,contrast25,1,1,0.5257185120238075
VisualCogB_Task-1,1,93,4,contrast25,-1,1,0.5160587314668525
VisualCogB_Task-1,1,94,4,contrast25,1,1,0.5604484742115702
VisualCogB_Task-1,1,95,4,contrast25,-1,1,0.5342073194645112
VisualCogB_Task-1,1,96,4,contrast25,1,1,0.5200485118905376
VisualCogB_Task-1,1,98,4,contrast25,1,1,0.6036618541009906
VisualCogB_Task-1,1,99,4,contrast25,1,-1,0.37689274478423124
VisualCogB_Task-1,1,100,4,contrast25,1,1,0.5209012759974259
VisualCogA_Task-2,2,81,4,main,-1,-1,0.1998362058294533
VisualCogA_Task-2,2,82,4,main,1,1,0.5590883784983995
VisualCogA_Task-2,2,83,4,main,1,1,0.5093630256038645
VisualCogA_Task-2,2,84,4,main,-1,1,0.5466540292595761
VisualCogA_Task-2,2,85,4,main,1,-1,0.4788724833004527
VisualCogA_Task-2,2,87,4,main,-1,1,0.5735860722963394
VisualCogA_Task-2,2,88,4,main,1,1,0.6932828764645017
VisualCogA_Task-2,2,89,4,main,-1,-1,0.4709797427751196
VisualCogA_Task-2,2,90,4,main,-1,1,0.6069869654425074
VisualCogA_Task-2,2,91,4,main,-1,-1,0.43789313163545895
VisualCogA_Task-2,2,92,4,main,-1,-1,0.47433336142471927
VisualCogA_Task-2,2,93,4,main,1,-1,0.4760788783415642
VisualCogA_Task-2,2,94,4,main,-1,-1,0.16974041830050665
VisualCogA_Task-2,2,95,4,main,-1,-1,0.4015741484512621
VisualCogA_Task-2,2,96,4,main,-1,1,0.5129469648854605
VisualCogA_Task-2,2,97,4,main,-1,-1,0.45945580352341797
VisualCogA_Task-2,2,98,4,main,-1,-1,0.3305767096230992
VisualCogA_Task-2,2,99,4,main,-1,-1,0.49906202578999437
VisualCogA_Task-2,2,100,4,main,-1,1,0.579178877536711
VisualCogB_Task-2,2,81,4,main,1,1,0.5052450886133004
VisualCogB_Task-2,2,83,4,main,1,1,0.5634511446232716
VisualCogB_Task-2,2,84,4,main,-1,1,0.5274458725799981
VisualCogB_Task-2,2,86,4,main,1,-1,0.48521317981081713
VisualCogB_Task-2,2,87,4,main,-1,-1,0.49006904146421576
VisualCogB_Task-2,2,88,4,main,1,1,0.6043786838287775
VisualCogB_Task-2,2,89,4,main,-1,-1,0.41223122879305507
VisualCogB_Task-2,2,90,4,main,1,-1,0.48653885175064815
VisualCogB_Task-2,2,91,4,main,-1,-1,0.40227306278120945
VisualCogB_Task-2,2,92,4,main,-1,-1,0.48396716507387744
VisualCogB_Task-2,2,93,4,main,1,1,0.5132630676047965
VisualCogB_Task-2,2,94,4,main,-1,1,0.5758376299984629
VisualCogB_Task-2,2,95,4,main,1,1,0.5470414434984294
VisualCogB_Task-2,2,96,4,main,1,-1,0.3836386908122832
VisualCogB_Task-2,2,97,4,main,-1,1,0.5221858614857773
VisualCogB_Task-2,2,98,4,main,-1,1,0.5076557643428901
VisualCogB_Task-2,2,99,4,main,1,1,0.5157976375311135
VisualCogB_Task-2,2,100,4,main,-1,1,0.5584786357455597
VisualCogA_Task-2,2,81,4,amplitude4,-1,-1,0.4172993745768149
VisualCogA_Task-2,2,82,4,amplitude4,1,1,0.5051584185802797
VisualCogA_Task-2,2,83,4,amplitude4,1,1,0.5172251308479382
VisualCogA_Task-2,2,84,4,amplitude4,-1,1,0.5140355226822542
VisualCogA_Task-2,2,85,4,amplitude4,1,1,0.5009112123951334
VisualCogA_Task-2,2,87,4,amplitude4,-1,1,0.5425130603659946
VisualCogA_Task-2,2,88,4,amplitude4,1,1,0.5634973674925569
VisualCogA_Task-2,2,89,4,amplitude4,-1,-1,0.4969892753614254
VisualCogA_Task-2,2,90,4,amplitude4,-1,1,0.5257370642062436
VisualCogA_Task-2,2,91,4,amplitude4,-1,-1,0.48994717647742825
VisualCogA_Task-2,2,92,4,amplitude4,-1,-1,0.4927518879588692
VisualCogA_Task-2,2,93,4,amplitude4,1,1,0.503015612401311
VisualCogA_Task-2,2,94,4,amplitude4,-1,-1,0.4021006098656246
VisualCogA_Task-2,2,95,4,amplitude4,-1,-1,0.4748582362145009
VisualCogA_Task-2,2,96,4,amplitude4,-1,1,0.5039807911852892
VisualCogA_Task-2,2,97,4,amplitude4,-1,-1,0.49762132877000226
VisualCogA_Task-2,2,98,4,amplitude4,-1,-1,0.47012464157825773
VisualCogA_Task-2,2,99,4,amplitude4,-1,1,0.5000171621952836
VisualCogA_Task-2,2,100,4,amplitude4,-1,1,0.5243112798151752
VisualCogB_Task-2,2,81,4,amplitude4,1,-1,0.4932300640576843
VisualCogB_Task-2,2,83,4,amplitude4,1,1,0.5244313477888494
VisualCogB_Task-2,2,84,4,amplitude4,-1,1,0.5043399110221578
VisualCogB_Task-2,2,86,4,amplitude4,1,-1,0.4901808138114354
VisualCogB_Task-2,2,87,4,amplitude4,-1,1,0.514969887573125
VisualCogB_Task-2,2,88,4,amplitude4,1,1,0.5408435811782251
VisualCogB_Task-2,2,89,4,amplitude4,-1,-1,0.44501972553979136
VisualCogB_Task-2,2,90,4,amplitude4,1,-1,0.49145440679309693
VisualCogB_Task-2,2,91,4,amplitude4,-1,-1,0.416075383385062
VisualCogB_Task-2,2,92,4,amplitude4,-1,-1,0.4929469788620654
VisualCogB_Task-2,2,93,4,amplitude4,1,1,0.5023788733202112
VisualCogB_Task-2,2,94,4,amplitude4,-1,1,0.517029586713627
VisualCogB_Task-2,2,95,4,amplitude4,1,1,0.5024250126269049
VisualCogB_Task-2,2,96,4,amplitude4,1,-1,0.4404416656722105
VisualCogB_Task-2,2,97,4,amplitude4,-1,1,0.5024132100624811
VisualCogB_Task-2,2,98,4,amplitude4,-1,-1,0.49629807063416514
VisualCogB_Task-2,2,99,4,amplitude4,1,1,0.5130057463449632
VisualCogB_Task-2,2,100,4,amplitude4,-1,-1,0.49791719930942563
VisualCogA_Task-2,2,81,4,temporal24,-1,-1,0.24486401363321228
VisualCogA_Task-2,2,82,4,temporal24,1,1,0.5149684175089416
VisualCogA_Task-2,2,83,4,temporal24,1,1,0.5361299151900039
VisualCogA_Task-2,2,84,4,temporal24,-1,1,0.529219511927319
VisualCogA_Task-2,2,85,4,temporal24,1,-1,0.4939640200068244
VisualCogA_Task-2,2,87,4,temporal24,-1,1,0.6129283095313962
VisualCogA_Task-2,2,88,4,temporal24,1,1,0.6222259528217402
VisualCogA_Task-2,2,89,4,temporal24,-1,-1,0.483435468979854
VisualCogA_Task-2,2,90,4,temporal24,-1,1,0.6165723779169445
VisualCogA_Task-2,2,91,4,temporal24,-1,-1,0.46809123712130546
VisualCogA_Task-2,2,92,4,temporal24,-1,-1,0.4897833379413008
VisualCogA_Task-2,2,93,4,temporal24,1,1,0.5016979922225234
VisualCogA_Task-2,2,94,4,temporal24,-1,-1,0.2603206133916026
VisualCogA_Task-2,2,95,4,temporal24,-1,-1,0.40027904659615804
VisualCogA_Task-2,2,96,4,temporal24,-1,1,0.5094024632431187
VisualCogA_Task-2,2,97,4,temporal24,-1,-1,0.4771394875297526
VisualCogA_Task-2,2,98,4,temporal24,-1,-1,0.3845973975515084
VisualCogA_Task-2,2,99,4,temporal24,-1,1,0.502998594358199
VisualCogA_Task-2,2,100,4,temporal24,-1,1,0.5582188132777903
VisualCogB_Task-2,2,81,4,temporal24,1,-1,0.49569006984107944
VisualCogB_Task-2,2,83,4,temporal24,1,1,0.549866731433723
VisualCogB_Task-2,2,84,4,temporal24,-1,1,0.5096421066095024
VisualCogB_Task-2,2,86,4,temporal24,1,-1,0.4843187745473055
VisualCogB_Task-2,2,87,4,temporal24,-1,1,0.5299700771684734
VisualCogB_Task-2,2,88,4,temporal24,1,1,0.604639059216175
VisualCogB_Task-2,2,89,4,temporal24,-1,-1,0.3446632041307331
VisualCogB_Task-2,2,90,4,temporal24,1,-1,0.49203971270533264
VisualCogB_Task-2,2,91,4,temporal24,-1,-1,0.32364300766400705
VisualCogB_Task-2,2,92,4,temporal24,-1,-1,0.4988147001742266
VisualCogB_Task-2,2,93,4,temporal24,1,1,0.5086713749500408
VisualCogB_Task-2,2,94,4,temporal24,-1,1,0.5405975946025261
VisualCogB_Task-2,2,95,4,temporal24,1,1,0.5044619135451178
VisualCogB_Task-2,2,96,4,temporal24,1,-1,0.3970668348869754
VisualCogB_Task-2,2,97,4,temporal24,-1,1,0.5052326580182493
VisualCogB_Task-2,2,98,4,temporal24,-1,-1,0.4980849983708025
VisualCogB_Task-2,2,99,4,temporal24,1,1,0.5414403135572234
VisualCogB_Task-2,2,100,4,temporal24,-1,-1,0.49760560791776093
VisualCogA_Task-2,2,81,4,contrast25,-1,-1,0.1998362058294533
VisualCogA_Task-2,2,82,4,contrast25,1,1,0.5590883784983995
VisualCogA_Task-2,2,83,4,contrast25,1,1,0.5093630256038645
VisualCogA_Task-2,2,84,4,contrast25,-1,1,0.5466540292595761
VisualCogA_Task-2,2,85,4,contrast25,1,-1,0.4788724833004527
VisualCogA_Task-2,2,87,4,contrast25,-1,1,0.5735860722963394
VisualCogA_Task-2,2,88,4,contrast25,1,1,0.6932828764645017
VisualCogA_Task-2,2,89,4,contrast25,-1,-1,0.4709797427751196
VisualCogA_Task-2,2,90,4,contrast25,-1,1,0.6069869654425074
VisualCogA_Task-2,2,91,4,contrast25,-1,-1,0.43789313163545895
VisualCogA_Task-2,2,92,4,contrast25,-1,-1,0.47433336142471927
VisualCogA_Task-2,2,93,4,contrast25,1,-1,0.4760788783415642
VisualCogA_Task-2,2,94,4,contrast25,-1,-1,0.16974041830050665
VisualCogA_Task-2,2,95,4,contrast25,-1,-1,0.4015741484512621
VisualCogA_Task-2,2,96,4,contrast25,-1,1,0.5129469648854605
VisualCogA_Task-2,2,97,4,contrast25,-1,-1,0.45945580352341797
VisualCogA_Task-2,2,98,4,contrast25,-1,-1,0.3305767096230992
VisualCogA_Task-2,2,99,4,contrast25,-1,-1,0.49906202578999437
VisualCogA_Task-2,2,100,4,contrast25,-1,1,0.579178877536711
VisualCogB_Task-2,2,81,4,contrast25,1,1,0.5052450886133004
VisualCogB_Task-2,2,83,4,contrast25,1,1,0.5634511446232716
VisualCogB_Task-2,2,84,4,contrast25,-1,1,0.5274458725799981
VisualCogB_Task-2,2,86,4,contrast25,1,-1,0.48521317981081713
VisualCogB_Task-2,2,87,4,contrast25,-1,-1,0.49006904146421576
VisualCogB_Task-2,2,88,4,contrast25,1,1,0.6043786838287775
VisualCogB_Task-2,2,89,4,contrast25,-1,-1,0.41223122879305507
VisualCogB_Task-2,2,90,4,contrast25,1,-1,0.48653885175064815
VisualCogB_Task-2,2,91,4,contrast25,-1,-1,0.40227306278120945
VisualCogB_Task-2,2,92,4,contrast25,-1,-1,0.48396716507387744
VisualCogB_Task-2,2,93,4,contrast25,1,1,0.5132630676047965
VisualCogB_Task-2,2,94,4,contrast25,-1,1,0.5758376299984629
VisualCogB_Task-2,2,95,4,contrast25,1,1,0.5470414434984294
VisualCogB_Task-2,2,96,4,contrast25,1,-1,0.3836386908122832
VisualCogB_Task-2,2,97,4,contrast25,-1,1,0.5221858614857773
VisualCogB_Task-2,2,98,4,contrast25,-1,1,0.5076557643428901
VisualCogB_Task-2,2,99,4,contrast25,1,1,0.5157976375311135
VisualCogB_Task-2,2,100,4,contrast25,-1,1,0.5584786357455597
